Flight Details,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
2024-07-25//PA009//New York-Tokyo//First Class//272,Yes,3,Dairy Free,2024-07-25,PA009,First Class,272.0,New York,Tokyo
2024-09-08//PA007//New York-Perth//Economy//1450,Yes,1,Dairy Free,2024-09-08,PA007,Economy,1450.0,New York,Perth
2024-01-08//PA012//Tokyo-Perth//Business Class//679.19999999999993,Yes,3,Vegan,2024-01-08,PA012,Business Class,679.2,Tokyo,Perth
2024-06-23//PA010//Tokyo-New York//Economy//3490,Yes,2,,2024-06-23,PA010,Economy,3490.0,Tokyo,New York
2024-08-13//PA004//Perth-London//Business Class//585.60000000000002,Yes,0,Nut Free,2024-08-13,PA004,Business Class,585.6,Perth,London
2024-01-02//PA012//Tokyo-Perth//First Class//580,Yes,1,Vegetarian,2024-01-02,PA012,First Class,580.0,Tokyo,Perth
2024-01-09//PA008//Perth-New York//Premium Economy//527.5,Yes,1,Vegetarian,2024-01-09,PA008,Premium Economy,527.5,Perth,New York
2024-03-28//PA001//London-New York//Economy//1915,Yes,2,Dairy Free,2024-03-28,PA001,Economy,1915.0,London,New York
2024-10-13//PA006//Tokyo-London//Business Class//609.60000000000002,Yes,1,Nut Free,2024-10-13,PA006,Business Class,609.6,Tokyo,London
2024-01-07//PA010//Tokyo-New York//First Class//467,Yes,2,Dairy Free,2024-01-07,PA010,First Class,467.0,Tokyo,New York
2024-03-25//PA004//Perth-London//First Class//474,Yes,0,Vegan,2024-03-25,PA004,First Class,474.0,Perth,London
2024-09-11//PA003//London-Perth//Business Class//595.19999999999993,Yes,3,Egg Free,2024-09-11,PA003,Business Class,595.2,London,Perth
2024-05-26//PA002//New York-London//Premium Economy//575,Yes,3,,2024-05-26,PA002,Premium Economy,575.0,New York,London
2024-04-19//PA003//London-Perth//Premium Economy//682.5,Yes,1,,2024-04-19,PA003,Premium Economy,682.5,London,Perth
2024-05-06//PA005//London-Tokyo//Premium Economy//1207.5,Yes,2,Egg Free,2024-05-06,PA005,Premium Economy,1207.5,London,Tokyo
2024-12-06//PA006//Tokyo-London//First Class//292,Yes,1,Dairy Free,2024-12-06,PA006,First Class,292.0,Tokyo,London
2024-07-08//PA005//London-Tokyo//Premium Economy//887.5,Yes,3,Nut Free,2024-07-08,PA005,Premium Economy,887.5,London,Tokyo
2024-01-20//PA008//Perth-New York//Business Class//724.79999999999995,Yes,2,Vegan,2024-01-20,PA008,Business Class,724.8,Perth,New York
2024-04-12//PA009//New York-Tokyo//Premium Economy//1705,Yes,0,Egg Free,2024-04-12,PA009,Premium Economy,1705.0,New York,Tokyo
2024-06-29//PA006//Tokyo-London//First Class//593,Yes,1,,2024-06-29,PA006,First Class,593.0,Tokyo,London
2024-02-27//PA007//New York-Perth//Economy//1665,Yes,0,Vegetarian,2024-02-27,PA007,Economy,1665.0,New York,Perth
2024-03-13//PA012//Tokyo-Perth//Premium Economy//1297.5,Yes,3,,2024-03-13,PA012,Premium Economy,1297.5,Tokyo,Perth
2024-12-03//PA011//Perth-Tokyo//Economy//1540,Yes,1,Vegan,2024-12-03,PA011,Economy,1540.0,Perth,Tokyo
2024-10-15//PA007//New York-Perth//Economy//2135,Yes,0,Vegan,2024-10-15,PA007,Economy,2135.0,New York,Perth
2024-04-30//PA009//New York-Tokyo//Premium Economy//660,Yes,3,Egg Free,2024-04-30,PA009,Premium Economy,660.0,New York,Tokyo
2024-05-30//PA001//London-New York//Economy//3425,Yes,2,Vegan,2024-05-30,PA001,Economy,3425.0,London,New York
2024-08-04//PA011//Perth-Tokyo//Premium Economy//1107.5,Yes,2,Nut Free,2024-08-04,PA011,Premium Economy,1107.5,Perth,Tokyo
2024-09-10//PA003//London-Perth//First Class//653,Yes,1,Nut Free,2024-09-10,PA003,First Class,653.0,London,Perth
2024-06-16//PA008//Perth-New York//Premium Economy//1525,Yes,1,Vegetarian,2024-06-16,PA008,Premium Economy,1525.0,Perth,New York
2024-01-26//PA001//London-New York//Economy//1770,Yes,0,Egg Free,2024-01-26,PA001,Economy,1770.0,London,New York
2024-09-12//PA004//Perth-London//First Class//457,Yes,0,Nut Free,2024-09-12,PA004,First Class,457.0,Perth,London
2024-07-24//PA004//Perth-London//Economy//3350,Yes,0,,2024-07-24,PA004,Economy,3350.0,Perth,London
2024-10-17//PA003//London-Perth//First Class//351,Yes,2,Vegetarian,2024-10-17,PA003,First Class,351.0,London,Perth
2024-09-18//PA012//Tokyo-Perth//Business Class//588,Yes,1,,2024-09-18,PA012,Business Class,588.0,Tokyo,Perth
2024-11-10//PA008//Perth-New York//Premium Economy//515,Yes,1,Vegetarian,2024-11-10,PA008,Premium Economy,515.0,Perth,New York
2024-07-16//PA009//New York-Tokyo//Economy//2795,Yes,1,Dairy Free,2024-07-16,PA009,Economy,2795.0,New York,Tokyo
2024-04-25//PA009//New York-Tokyo//Business Class//658.79999999999995,Yes,2,Nut Free,2024-04-25,PA009,Business Class,658.8,New York,Tokyo
2024-07-17//PA006//Tokyo-London//Business Class//447.59999999999997,Yes,2,Egg Free,2024-07-17,PA006,Business Class,447.6,Tokyo,London
2024-06-27//PA002//New York-London//Business Class//508.79999999999995,Yes,0,Dairy Free,2024-06-27,PA002,Business Class,508.8,New York,London
2024-01-05//PA007//New York-Perth//Premium Economy//1220,Yes,2,Dairy Free,2024-01-05,PA007,Premium Economy,1220.0,New York,Perth
2024-05-03//PA006//Tokyo-London//First Class//414,Yes,1,Vegan,2024-05-03,PA006,First Class,414.0,Tokyo,London
2024-05-09//PA001//London-New York//First Class//355,Yes,1,Egg Free,2024-05-09,PA001,First Class,355.0,London,New York
2024-01-11//PA003//London-Perth//Economy//3410,Yes,0,Egg Free,2024-01-11,PA003,Economy,3410.0,London,Perth
2024-04-22//PA011//Perth-Tokyo//Premium Economy//1737.5,Yes,1,Vegetarian,2024-04-22,PA011,Premium Economy,1737.5,Perth,Tokyo
2024-06-07//PA007//New York-Perth//Business Class//319.19999999999999,Yes,3,Dairy Free,2024-06-07,PA007,Business Class,319.2,New York,Perth
2024-02-28//PA006//Tokyo-London//Business Class//687.60000000000002,Yes,1,Nut Free,2024-02-28,PA006,Business Class,687.6,Tokyo,London
2024-08-13//PA007//New York-Perth//First Class//525,Yes,2,Egg Free,2024-08-13,PA007,First Class,525.0,New York,Perth
2024-09-16//PA004//Perth-London//Business Class//807.60000000000002,Yes,3,Dairy Free,2024-09-16,PA004,Business Class,807.6,Perth,London
2024-10-24//PA009//New York-Tokyo//Economy//1375,Yes,0,,2024-10-24,PA009,Economy,1375.0,New York,Tokyo
2024-06-10//PA006//Tokyo-London//Economy//2095,Yes,2,Egg Free,2024-06-10,PA006,Economy,2095.0,Tokyo,London
2024-11-22//PA008//Perth-New York//Business Class//577.19999999999993,Yes,1,Nut Free,2024-11-22,PA008,Business Class,577.2,Perth,New York
2024-12-21//PA007//New York-Perth//Business Class//446.39999999999998,Yes,2,Vegetarian,2024-12-21,PA007,Business Class,446.4,New York,Perth
2024-06-15//PA003//London-Perth//Premium Economy//935,Yes,3,Nut Free,2024-06-15,PA003,Premium Economy,935.0,London,Perth
2024-10-09//PA011//Perth-Tokyo//First Class//451,Yes,3,Vegetarian,2024-10-09,PA011,First Class,451.0,Perth,Tokyo
2024-05-21//PA010//Tokyo-New York//Business Class//435.59999999999997,Yes,0,Egg Free,2024-05-21,PA010,Business Class,435.6,Tokyo,New York
2024-06-19//PA003//London-Perth//Premium Economy//692.5,Yes,1,,2024-06-19,PA003,Premium Economy,692.5,London,Perth
2024-08-14//PA009//New York-Tokyo//Premium Economy//1565,Yes,1,Vegan,2024-08-14,PA009,Premium Economy,1565.0,New York,Tokyo
2024-09-30//PA004//Perth-London//Economy//2760,Yes,3,Nut Free,2024-09-30,PA004,Economy,2760.0,Perth,London
2024-04-16//PA011//Perth-Tokyo//Economy//2995,Yes,3,Vegan,2024-04-16,PA011,Economy,2995.0,Perth,Tokyo
2024-09-01//PA007//New York-Perth//First Class//206,Yes,0,Nut Free,2024-09-01,PA007,First Class,206.0,New York,Perth
2024-08-18//PA004//Perth-London//Economy//2195,Yes,3,Egg Free,2024-08-18,PA004,Economy,2195.0,Perth,London
2024-11-10//PA011//Perth-Tokyo//Premium Economy//1707.5,Yes,3,Nut Free,2024-11-10,PA011,Premium Economy,1707.5,Perth,Tokyo
2024-11-24//PA001//London-New York//First Class//534,Yes,2,Dairy Free,2024-11-24,PA001,First Class,534.0,London,New York
2024-01-23//PA003//London-Perth//Economy//3225,Yes,0,Nut Free,2024-01-23,PA003,Economy,3225.0,London,Perth
2024-02-16//PA002//New York-London//Economy//2075,Yes,3,Nut Free,2024-02-16,PA002,Economy,2075.0,New York,London
2024-05-01//PA006//Tokyo-London//Business Class//510,Yes,3,Nut Free,2024-05-01,PA006,Business Class,510.0,Tokyo,London
2024-04-03//PA007//New York-Perth//Business Class//829.19999999999993,Yes,0,Egg Free,2024-04-03,PA007,Business Class,829.2,New York,Perth
2024-04-21//PA003//London-Perth//First Class//215,Yes,0,Egg Free,2024-04-21,PA003,First Class,215.0,London,Perth
2024-04-04//PA008//Perth-New York//Business Class//837.60000000000002,Yes,2,Vegetarian,2024-04-04,PA008,Business Class,837.6,Perth,New York
2024-11-19//PA005//London-Tokyo//Business Class//432,Yes,0,Dairy Free,2024-11-19,PA005,Business Class,432.0,London,Tokyo
2024-07-29//PA004//Perth-London//Economy//2700,Yes,3,,2024-07-29,PA004,Economy,2700.0,Perth,London
2024-01-18//PA009//New York-Tokyo//First Class//301,Yes,0,Vegetarian,2024-01-18,PA009,First Class,301.0,New York,Tokyo
2024-11-12//PA008//Perth-New York//Business Class//627.60000000000002,Yes,3,Egg Free,2024-11-12,PA008,Business Class,627.6,Perth,New York
2024-11-11//PA008//Perth-New York//Premium Economy//590,Yes,1,Vegan,2024-11-11,PA008,Premium Economy,590.0,Perth,New York
2024-05-30//PA008//Perth-New York//Premium Economy//547.5,Yes,0,Egg Free,2024-05-30,PA008,Premium Economy,547.5,Perth,New York
2024-03-31//PA008//Perth-New York//Premium Economy//1415,Yes,2,Vegetarian,2024-03-31,PA008,Premium Economy,1415.0,Perth,New York
2024-08-02//PA002//New York-London//Premium Economy//510,Yes,1,Dairy Free,2024-08-02,PA002,Premium Economy,510.0,New York,London
2024-07-18//PA010//Tokyo-New York//Premium Economy//1672.5,Yes,0,,2024-07-18,PA010,Premium Economy,1672.5,Tokyo,New York
2024-05-10//PA002//New York-London//Premium Economy//832.5,Yes,0,Dairy Free,2024-05-10,PA002,Premium Economy,832.5,New York,London
2024-10-13//PA003//London-Perth//Business Class//300,Yes,0,Nut Free,2024-10-13,PA003,Business Class,300.0,London,Perth
2024-11-13//PA006//Tokyo-London//Business Class//385.19999999999999,Yes,2,Vegan,2024-11-13,PA006,Business Class,385.2,Tokyo,London
2024-05-07//PA007//New York-Perth//Business Class//520.79999999999995,Yes,3,Vegetarian,2024-05-07,PA007,Business Class,520.8,New York,Perth
2024-05-11//PA011//Perth-Tokyo//First Class//417,Yes,0,Dairy Free,2024-05-11,PA011,First Class,417.0,Perth,Tokyo
2024-05-14//PA006//Tokyo-London//Premium Economy//720,Yes,3,Egg Free,2024-05-14,PA006,Premium Economy,720.0,Tokyo,London
2024-10-31//PA008//Perth-New York//First Class//215,Yes,1,Nut Free,2024-10-31,PA008,First Class,215.0,Perth,New York
2024-07-15//PA004//Perth-London//First Class//344,Yes,3,Vegan,2024-07-15,PA004,First Class,344.0,Perth,London
2024-09-10//PA002//New York-London//Economy//2825,Yes,2,Nut Free,2024-09-10,PA002,Economy,2825.0,New York,London
2024-07-10//PA004//Perth-London//Premium Economy//1230,Yes,1,Nut Free,2024-07-10,PA004,Premium Economy,1230.0,Perth,London
2024-12-22//PA010//Tokyo-New York//Premium Economy//1710,Yes,3,Nut Free,2024-12-22,PA010,Premium Economy,1710.0,Tokyo,New York
2024-08-31//PA008//Perth-New York//Economy//1975,Yes,2,Vegetarian,2024-08-31,PA008,Economy,1975.0,Perth,New York
2024-06-07//PA008//Perth-New York//Business Class//672,Yes,1,Nut Free,2024-06-07,PA008,Business Class,672.0,Perth,New York
2024-09-05//PA002//New York-London//Premium Economy//1507.5,Yes,3,Dairy Free,2024-09-05,PA002,Premium Economy,1507.5,New York,London
2024-11-06//PA005//London-Tokyo//Premium Economy//1380,Yes,1,Egg Free,2024-11-06,PA005,Premium Economy,1380.0,London,Tokyo
2024-12-06//PA005//London-Tokyo//First Class//213,Yes,3,Vegan,2024-12-06,PA005,First Class,213.0,London,Tokyo
2024-10-02//PA001//London-New York//Premium Economy//1687.5,Yes,0,Vegetarian,2024-10-02,PA001,Premium Economy,1687.5,London,New York
2024-03-07//PA006//Tokyo-London//Premium Economy//735,Yes,0,Nut Free,2024-03-07,PA006,Premium Economy,735.0,Tokyo,London
2024-03-24//PA010//Tokyo-New York//Premium Economy//1385,Yes,1,Nut Free,2024-03-24,PA010,Premium Economy,1385.0,Tokyo,New York
2024-06-23//PA008//Perth-New York//Premium Economy//1180,Yes,2,Dairy Free,2024-06-23,PA008,Premium Economy,1180.0,Perth,New York
2024-10-03//PA004//Perth-London//First Class//320,Yes,3,Dairy Free,2024-10-03,PA004,First Class,320.0,Perth,London
2024-02-23//PA003//London-Perth//Business Class//270,Yes,1,,2024-02-23,PA003,Business Class,270.0,London,Perth
2024-05-06//PA011//Perth-Tokyo//First Class//425,Yes,3,Nut Free,2024-05-06,PA011,First Class,425.0,Perth,Tokyo
2024-10-09//PA007//New York-Perth//First Class//205,Yes,0,Vegan,2024-10-09,PA007,First Class,205.0,New York,Perth
2024-07-04//PA001//London-New York//Premium Economy//1612.5,Yes,2,,2024-07-04,PA001,Premium Economy,1612.5,London,New York
2024-11-14//PA002//New York-London//Economy//3305,Yes,1,Dairy Free,2024-11-14,PA002,Economy,3305.0,New York,London
2024-09-19//PA010//Tokyo-New York//Business Class//531.60000000000002,Yes,2,Nut Free,2024-09-19,PA010,Business Class,531.6,Tokyo,New York
2024-06-19//PA012//Tokyo-Perth//Business Class//273.59999999999997,Yes,2,Egg Free,2024-06-19,PA012,Business Class,273.6,Tokyo,Perth
2024-05-28//PA003//London-Perth//Business Class//469.19999999999999,Yes,2,Vegan,2024-05-28,PA003,Business Class,469.2,London,Perth
2024-03-14//PA005//London-Tokyo//Business Class//332.39999999999998,Yes,3,Nut Free,2024-03-14,PA005,Business Class,332.4,London,Tokyo
2024-08-25//PA006//Tokyo-London//Premium Economy//547.5,Yes,2,Egg Free,2024-08-25,PA006,Premium Economy,547.5,Tokyo,London
2024-01-08//PA011//Perth-Tokyo//Business Class//840,Yes,2,Dairy Free,2024-01-08,PA011,Business Class,840.0,Perth,Tokyo
2024-08-11//PA011//Perth-Tokyo//First Class//481,Yes,3,,2024-08-11,PA011,First Class,481.0,Perth,Tokyo
2024-01-23//PA001//London-New York//First Class//520,Yes,0,Dairy Free,2024-01-23,PA001,First Class,520.0,London,New York
2024-04-08//PA010//Tokyo-New York//Business Class//511.19999999999999,Yes,3,Dairy Free,2024-04-08,PA010,Business Class,511.2,Tokyo,New York
2024-03-21//PA004//Perth-London//First Class//332,Yes,3,,2024-03-21,PA004,First Class,332.0,Perth,London
2024-05-03//PA005//London-Tokyo//Premium Economy//510,Yes,2,,2024-05-03,PA005,Premium Economy,510.0,London,Tokyo
2024-06-20//PA002//New York-London//First Class//420,Yes,0,Egg Free,2024-06-20,PA002,First Class,420.0,New York,London
2024-04-12//PA002//New York-London//Economy//2060,Yes,2,Egg Free,2024-04-12,PA002,Economy,2060.0,New York,London
2024-05-01//PA008//Perth-New York//Premium Economy//727.5,Yes,3,Vegan,2024-05-01,PA008,Premium Economy,727.5,Perth,New York
2024-01-22//PA011//Perth-Tokyo//Economy//2105,Yes,3,Nut Free,2024-01-22,PA011,Economy,2105.0,Perth,Tokyo
2024-03-31//PA008//Perth-New York//Premium Economy//570,Yes,1,Nut Free,2024-03-31,PA008,Premium Economy,570.0,Perth,New York
2024-02-18//PA012//Tokyo-Perth//Business Class//555.60000000000002,Yes,0,Egg Free,2024-02-18,PA012,Business Class,555.6,Tokyo,Perth
2024-07-12//PA009//New York-Tokyo//Economy//1230,Yes,3,Vegan,2024-07-12,PA009,Economy,1230.0,New York,Tokyo
2024-11-18//PA011//Perth-Tokyo//First Class//372,Yes,3,Egg Free,2024-11-18,PA011,First Class,372.0,Perth,Tokyo
2024-11-10//PA006//Tokyo-London//First Class//640,Yes,0,,2024-11-10,PA006,First Class,640.0,Tokyo,London
2024-03-13//PA011//Perth-Tokyo//Economy//3465,Yes,3,Vegan,2024-03-13,PA011,Economy,3465.0,Perth,Tokyo
2024-09-03//PA003//London-Perth//Premium Economy//937.5,Yes,3,Vegan,2024-09-03,PA003,Premium Economy,937.5,London,Perth
2024-06-10//PA002//New York-London//First Class//246,Yes,3,Nut Free,2024-06-10,PA002,First Class,246.0,New York,London
2024-06-26//PA010//Tokyo-New York//Economy//2270,Yes,2,Dairy Free,2024-06-26,PA010,Economy,2270.0,Tokyo,New York
2024-09-25//PA005//London-Tokyo//First Class//561,Yes,0,Vegetarian,2024-09-25,PA005,First Class,561.0,London,Tokyo
2024-12-22//PA011//Perth-Tokyo//Premium Economy//1365,Yes,1,Dairy Free,2024-12-22,PA011,Premium Economy,1365.0,Perth,Tokyo
2024-08-01//PA012//Tokyo-Perth//Premium Economy//1122.5,Yes,3,Vegetarian,2024-08-01,PA012,Premium Economy,1122.5,Tokyo,Perth
2024-11-05//PA011//Perth-Tokyo//Economy//2210,Yes,2,,2024-11-05,PA011,Economy,2210.0,Perth,Tokyo
2024-12-18//PA008//Perth-New York//Economy//1075,Yes,1,Egg Free,2024-12-18,PA008,Economy,1075.0,Perth,New York
2024-12-11//PA002//New York-London//First Class//216,Yes,2,,2024-12-11,PA002,First Class,216.0,New York,London
2024-04-09//PA001//London-New York//Economy//3150,Yes,1,Vegan,2024-04-09,PA001,Economy,3150.0,London,New York
2024-01-12//PA006//Tokyo-London//Premium Economy//607.5,Yes,3,Vegetarian,2024-01-12,PA006,Premium Economy,607.5,Tokyo,London
2024-06-01//PA009//New York-Tokyo//Business Class//374.39999999999998,Yes,1,Dairy Free,2024-06-01,PA009,Business Class,374.4,New York,Tokyo
2024-04-08//PA001//London-New York//Business Class//742.79999999999995,Yes,1,,2024-04-08,PA001,Business Class,742.8,London,New York
2024-05-02//PA002//New York-London//First Class//694,Yes,2,,2024-05-02,PA002,First Class,694.0,New York,London
2024-06-09//PA007//New York-Perth//Business Class//498,Yes,3,Egg Free,2024-06-09,PA007,Business Class,498.0,New York,Perth
2024-10-03//PA005//London-Tokyo//First Class//435,Yes,0,,2024-10-03,PA005,First Class,435.0,London,Tokyo
2024-05-12//PA005//London-Tokyo//Economy//2025,Yes,0,Nut Free,2024-05-12,PA005,Economy,2025.0,London,Tokyo
2024-07-23//PA009//New York-Tokyo//Premium Economy//957.5,Yes,3,Egg Free,2024-07-23,PA009,Premium Economy,957.5,New York,Tokyo
2024-07-30//PA006//Tokyo-London//Economy//1235,Yes,1,Nut Free,2024-07-30,PA006,Economy,1235.0,Tokyo,London
2024-04-19//PA007//New York-Perth//Economy//3385,Yes,3,Vegan,2024-04-19,PA007,Economy,3385.0,New York,Perth
2024-02-04//PA004//Perth-London//Business Class//440.39999999999998,Yes,1,Vegan,2024-02-04,PA004,Business Class,440.4,Perth,London
2024-11-04//PA010//Tokyo-New York//Business Class//324,Yes,1,,2024-11-04,PA010,Business Class,324.0,Tokyo,New York
2024-12-31//PA011//Perth-Tokyo//First Class//646,Yes,0,Dairy Free,2024-12-31,PA011,First Class,646.0,Perth,Tokyo
2024-04-08//PA007//New York-Perth//Business Class//366,Yes,0,Vegetarian,2024-04-08,PA007,Business Class,366.0,New York,Perth
2024-01-31//PA009//New York-Tokyo//First Class//536,Yes,3,Dairy Free,2024-01-31,PA009,First Class,536.0,New York,Tokyo
2024-12-24//PA008//Perth-New York//First Class//407,Yes,2,Vegetarian,2024-12-24,PA008,First Class,407.0,Perth,New York
2024-11-12//PA002//New York-London//Premium Economy//822.5,Yes,2,Nut Free,2024-11-12,PA002,Premium Economy,822.5,New York,London
2024-12-18//PA005//London-Tokyo//Economy//2165,Yes,3,,2024-12-18,PA005,Economy,2165.0,London,Tokyo
2024-03-16//PA007//New York-Perth//Business Class//426,Yes,1,Egg Free,2024-03-16,PA007,Business Class,426.0,New York,Perth
2024-06-04//PA005//London-Tokyo//Premium Economy//1517.5,Yes,3,Nut Free,2024-06-04,PA005,Premium Economy,1517.5,London,Tokyo
2024-10-20//PA004//Perth-London//Business Class//697.19999999999993,Yes,2,Vegan,2024-10-20,PA004,Business Class,697.2,Perth,London
2024-02-14//PA007//New York-Perth//First Class//311,Yes,3,Vegetarian,2024-02-14,PA007,First Class,311.0,New York,Perth
2024-12-24//PA004//Perth-London//Business Class//454.80000000000001,Yes,3,Vegan,2024-12-24,PA004,Business Class,454.8,Perth,London
2024-06-10//PA009//New York-Tokyo//First Class//259,Yes,3,Vegetarian,2024-06-10,PA009,First Class,259.0,New York,Tokyo
2024-11-05//PA011//Perth-Tokyo//Business Class//606,Yes,2,Egg Free,2024-11-05,PA011,Business Class,606.0,Perth,Tokyo
2024-11-03//PA008//Perth-New York//Premium Economy//1257.5,Yes,1,Dairy Free,2024-11-03,PA008,Premium Economy,1257.5,Perth,New York
2024-07-15//PA003//London-Perth//Premium Economy//527.5,Yes,0,,2024-07-15,PA003,Premium Economy,527.5,London,Perth
2024-04-05//PA003//London-Perth//Economy//3165,Yes,2,Nut Free,2024-04-05,PA003,Economy,3165.0,London,Perth
2024-07-29//PA011//Perth-Tokyo//First Class//343,Yes,2,Vegan,2024-07-29,PA011,First Class,343.0,Perth,Tokyo
2024-03-05//PA005//London-Tokyo//Business Class//654,Yes,2,Egg Free,2024-03-05,PA005,Business Class,654.0,London,Tokyo
2024-03-26//PA005//London-Tokyo//First Class//444,Yes,1,Vegan,2024-03-26,PA005,First Class,444.0,London,Tokyo
2024-05-24//PA012//Tokyo-Perth//Business Class//302.39999999999998,Yes,3,,2024-05-24,PA012,Business Class,302.4,Tokyo,Perth
2024-12-02//PA012//Tokyo-Perth//Business Class//664.79999999999995,Yes,0,Dairy Free,2024-12-02,PA012,Business Class,664.8,Tokyo,Perth
2024-01-13//PA006//Tokyo-London//First Class//494,Yes,3,Nut Free,2024-01-13,PA006,First Class,494.0,Tokyo,London
2024-03-31//PA012//Tokyo-Perth//First Class//639,Yes,1,,2024-03-31,PA012,First Class,639.0,Tokyo,Perth
2024-01-11//PA010//Tokyo-New York//Business Class//562.79999999999995,Yes,1,Egg Free,2024-01-11,PA010,Business Class,562.8,Tokyo,New York
2024-09-13//PA012//Tokyo-Perth//Economy//3345,Yes,2,Vegetarian,2024-09-13,PA012,Economy,3345.0,Tokyo,Perth
2024-04-03//PA004//Perth-London//Premium Economy//895,Yes,1,Vegan,2024-04-03,PA004,Premium Economy,895.0,Perth,London
2024-04-29//PA005//London-Tokyo//Economy//1105,Yes,2,Vegan,2024-04-29,PA005,Economy,1105.0,London,Tokyo
2024-01-13//PA008//Perth-New York//Business Class//651.60000000000002,Yes,1,,2024-01-13,PA008,Business Class,651.6,Perth,New York
2024-03-06//PA006//Tokyo-London//Premium Economy//822.5,Yes,1,Egg Free,2024-03-06,PA006,Premium Economy,822.5,Tokyo,London
2024-03-23//PA001//London-New York//Premium Economy//1375,Yes,0,Egg Free,2024-03-23,PA001,Premium Economy,1375.0,London,New York
2024-04-28//PA004//Perth-London//Business Class//667.19999999999993,Yes,2,,2024-04-28,PA004,Business Class,667.2,Perth,London
2024-07-21//PA009//New York-Tokyo//First Class//563,Yes,1,Vegan,2024-07-21,PA009,First Class,563.0,New York,Tokyo
2024-06-15//PA012//Tokyo-Perth//Economy//1340,Yes,3,Vegetarian,2024-06-15,PA012,Economy,1340.0,Tokyo,Perth
2024-05-25//PA004//Perth-London//First Class//684,Yes,0,Vegan,2024-05-25,PA004,First Class,684.0,Perth,London
2024-03-02//PA004//Perth-London//Business Class//715.19999999999993,Yes,2,,2024-03-02,PA004,Business Class,715.2,Perth,London
2024-12-31//PA011//Perth-Tokyo//Economy//1090,Yes,0,Vegan,2024-12-31,PA011,Economy,1090.0,Perth,Tokyo
2024-06-23//PA006//Tokyo-London//Business Class//608.39999999999998,Yes,0,,2024-06-23,PA006,Business Class,608.4,Tokyo,London
2024-05-17//PA005//London-Tokyo//Business Class//307.19999999999999,Yes,2,Dairy Free,2024-05-17,PA005,Business Class,307.2,London,Tokyo
2024-08-12//PA010//Tokyo-New York//Premium Economy//1312.5,Yes,2,Vegan,2024-08-12,PA010,Premium Economy,1312.5,Tokyo,New York
2024-04-18//PA004//Perth-London//Economy//2520,Yes,3,Vegan,2024-04-18,PA004,Economy,2520.0,Perth,London
2024-10-03//PA007//New York-Perth//Economy//3420,Yes,2,,2024-10-03,PA007,Economy,3420.0,New York,Perth
2024-02-25//PA011//Perth-Tokyo//Premium Economy//1560,Yes,2,Vegetarian,2024-02-25,PA011,Premium Economy,1560.0,Perth,Tokyo
2024-06-02//PA001//London-New York//Premium Economy//1052.5,Yes,1,Egg Free,2024-06-02,PA001,Premium Economy,1052.5,London,New York
2024-12-04//PA005//London-Tokyo//First Class//350,Yes,0,Vegan,2024-12-04,PA005,First Class,350.0,London,Tokyo
2024-04-27//PA005//London-Tokyo//Economy//2095,Yes,3,Dairy Free,2024-04-27,PA005,Economy,2095.0,London,Tokyo
2024-01-13//PA007//New York-Perth//Economy//2450,Yes,0,Egg Free,2024-01-13,PA007,Economy,2450.0,New York,Perth
2024-07-19//PA002//New York-London//First Class//523,Yes,0,Egg Free,2024-07-19,PA002,First Class,523.0,New York,London
2024-10-03//PA006//Tokyo-London//Business Class//361.19999999999999,Yes,3,Nut Free,2024-10-03,PA006,Business Class,361.2,Tokyo,London
2024-02-02//PA008//Perth-New York//Premium Economy//1387.5,Yes,3,Egg Free,2024-02-02,PA008,Premium Economy,1387.5,Perth,New York
2024-12-16//PA008//Perth-New York//First Class//441,Yes,1,Vegetarian,2024-12-16,PA008,First Class,441.0,Perth,New York
2024-12-22//PA001//London-New York//Economy//2325,Yes,1,Egg Free,2024-12-22,PA001,Economy,2325.0,London,New York
2024-04-08//PA009//New York-Tokyo//Economy//2930,Yes,0,Vegetarian,2024-04-08,PA009,Economy,2930.0,New York,Tokyo
2024-04-08//PA004//Perth-London//Economy//2405,Yes,3,Nut Free,2024-04-08,PA004,Economy,2405.0,Perth,London
2024-05-25//PA003//London-Perth//First Class//660,Yes,0,Nut Free,2024-05-25,PA003,First Class,660.0,London,Perth
2024-09-29//PA007//New York-Perth//Business Class//806.39999999999998,Yes,2,,2024-09-29,PA007,Business Class,806.4,New York,Perth
2024-02-20//PA005//London-Tokyo//Economy//2645,Yes,0,Nut Free,2024-02-20,PA005,Economy,2645.0,London,Tokyo
2024-12-30//PA003//London-Perth//First Class//488,Yes,0,Vegetarian,2024-12-30,PA003,First Class,488.0,London,Perth
2024-09-15//PA007//New York-Perth//Business Class//740.39999999999998,Yes,1,Vegetarian,2024-09-15,PA007,Business Class,740.4,New York,Perth
2024-03-27//PA008//Perth-New York//Business Class//699.60000000000002,Yes,2,Vegetarian,2024-03-27,PA008,Business Class,699.6,Perth,New York
2024-09-13//PA005//London-Tokyo//Business Class//454.80000000000001,Yes,2,Egg Free,2024-09-13,PA005,Business Class,454.8,London,Tokyo
2024-07-27//PA006//Tokyo-London//First Class//389,Yes,2,Vegetarian,2024-07-27,PA006,First Class,389.0,Tokyo,London
2024-10-25//PA012//Tokyo-Perth//Business Class//633.60000000000002,Yes,3,Vegetarian,2024-10-25,PA012,Business Class,633.6,Tokyo,Perth
