Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
31/08/2024,PA007,New York,Perth,Business Class,710.4,No,3,Nut Free
16/11/2024,PA007,New York,Perth,Economy,3425.0,No,1,Nut Free
07/05/2024,PA008,Perth,New York,First Class,644.0,No,1,
25/09/2024,PA006,Tokyo,London,First Class,514.0,No,3,Dairy Free
13/06/2024,PA001,London,New York,Economy,2920.0,No,3,Dairy Free
17/01/2024,PA010,Tokyo,New York,Premium Economy,1255.0,No,1,
26/02/2024,PA006,Tokyo,London,Business Class,696.0,No,2,Vegan
18/12/2024,PA004,Perth,London,Economy,3170.0,No,2,Vegan
25/12/2024,PA006,Tokyo,London,First Class,443.0,No,2,Dairy Free
02/11/2024,PA010,Tokyo,New York,Premium Economy,1695.0,No,2,
22/02/2024,PA005,London,Tokyo,Economy,3360.0,No,2,Egg Free
22/06/2024,PA011,Perth,Tokyo,Business Class,820.8,No,0,Vegetarian
18/03/2024,PA006,Tokyo,London,First Class,651.0,No,2,Vegan
12/05/2024,PA012,Tokyo,Perth,Premium Economy,1290.0,No,3,Vegetarian
23/07/2024,PA004,Perth,London,Business Class,688.8,No,1,Egg Free
16/05/2024,PA007,New York,Perth,Business Class,676.8,No,1,Dairy Free
30/04/2024,PA004,Perth,London,Business Class,240.0,No,1,Dairy Free
20/09/2024,PA012,Tokyo,Perth,Economy,2635.0,No,3,Vegetarian
05/08/2024,PA010,Tokyo,New York,Premium Economy,555.0,No,0,
01/06/2024,PA012,Tokyo,Perth,First Class,647.0,No,2,Vegan
15/04/2024,PA006,Tokyo,London,Business Class,568.8,No,3,Egg Free
11/01/2024,PA002,New York,London,Economy,2705.0,No,2,Nut Free
07/02/2024,PA012,Tokyo,Perth,Premium Economy,750.0,No,1,Nut Free
03/04/2024,PA007,New York,Perth,Premium Economy,997.5,No,0,Vegan
06/03/2024,PA004,Perth,London,Economy,1130.0,No,0,Egg Free
20/01/2024,PA009,New York,Tokyo,First Class,256.0,No,2,Vegetarian
05/09/2024,PA001,London,New York,Economy,1930.0,No,0,Dairy Free
01/07/2024,PA006,Tokyo,London,Business Class,477.6,No,1,
15/04/2024,PA010,Tokyo,New York,Economy,2935.0,No,2,Dairy Free
09/05/2024,PA010,Tokyo,New York,Business Class,246.0,No,1,Egg Free
17/01/2024,PA003,London,Perth,First Class,563.0,No,0,Vegan
27/04/2024,PA012,Tokyo,Perth,Economy,3190.0,No,1,Vegan
11/05/2024,PA012,Tokyo,Perth,Economy,3190.0,No,0,Vegetarian
18/10/2024,PA007,New York,Perth,Business Class,555.6,No,2,Vegan
07/03/2024,PA003,London,Perth,Premium Economy,1330.0,No,0,Egg Free
10/06/2024,PA001,London,New York,Premium Economy,925.0,No,2,Nut Free
12/04/2024,PA010,Tokyo,New York,Business Class,778.8,No,0,Vegan
22/02/2024,PA008,Perth,New York,Economy,2390.0,No,2,Nut Free
02/04/2024,PA002,New York,London,Business Class,525.6,No,1,Vegan
11/03/2024,PA006,Tokyo,London,Business Class,764.4,No,2,
22/03/2024,PA012,Tokyo,Perth,Economy,1030.0,No,1,Vegetarian
11/09/2024,PA011,Perth,Tokyo,Economy,2905.0,No,3,Egg Free
02/05/2024,PA008,Perth,New York,Economy,1255.0,No,3,Vegetarian
29/03/2024,PA003,London,Perth,Premium Economy,1700.0,No,2,Vegetarian
25/06/2024,PA005,London,Tokyo,Premium Economy,1032.5,No,0,Vegan
22/01/2024,PA008,Perth,New York,First Class,230.0,No,2,
23/04/2024,PA006,Tokyo,London,Business Class,483.6,No,1,Vegetarian
25/10/2024,PA005,London,Tokyo,Economy,3125.0,No,1,Vegan
17/11/2024,PA001,London,New York,Economy,2100.0,No,3,Vegan
23/10/2024,PA009,New York,Tokyo,Premium Economy,1500.0,No,3,Egg Free
05/12/2024,PA010,Tokyo,New York,Premium Economy,932.5,No,1,Vegetarian
26/05/2024,PA011,Perth,Tokyo,Premium Economy,1542.5,No,2,Vegan
13/06/2024,PA005,London,Tokyo,Economy,1480.0,No,2,Vegan
28/12/2024,PA012,Tokyo,Perth,First Class,241.0,No,1,Dairy Free
04/06/2024,PA007,New York,Perth,First Class,252.0,No,0,Dairy Free
06/10/2024,PA001,London,New York,Economy,1615.0,No,3,Vegan
05/05/2024,PA008,Perth,New York,First Class,352.0,No,1,
29/12/2024,PA002,New York,London,Business Class,643.2,No,1,Vegetarian
08/07/2024,PA003,London,Perth,Premium Economy,1657.5,No,0,Vegan
03/05/2024,PA002,New York,London,First Class,627.0,No,2,Vegetarian
29/03/2024,PA012,Tokyo,Perth,Premium Economy,1475.0,No,1,
16/12/2024,PA006,Tokyo,London,Business Class,410.4,No,2,Nut Free
03/09/2024,PA006,Tokyo,London,Premium Economy,1352.5,No,0,Dairy Free
17/06/2024,PA010,Tokyo,New York,Premium Economy,1175.0,No,2,Dairy Free
01/09/2024,PA002,New York,London,Premium Economy,1320.0,No,1,Vegan
11/10/2024,PA011,Perth,Tokyo,Business Class,450.0,No,2,
06/02/2024,PA005,London,Tokyo,Business Class,465.6,No,0,
21/06/2024,PA008,Perth,New York,Business Class,511.2,No,1,Vegan
16/08/2024,PA001,London,New York,Business Class,549.6,No,2,Vegetarian
04/09/2024,PA007,New York,Perth,Business Class,595.2,No,3,Vegan
21/06/2024,PA007,New York,Perth,Economy,1955.0,No,2,Vegetarian
12/06/2024,PA002,New York,London,First Class,453.0,No,3,
10/09/2024,PA008,Perth,New York,Economy,2570.0,No,3,Vegetarian
17/04/2024,PA004,Perth,London,First Class,597.0,No,3,
02/03/2024,PA001,London,New York,Premium Economy,1022.5,No,3,Dairy Free
16/07/2024,PA005,London,Tokyo,Economy,3340.0,No,1,Dairy Free
03/10/2024,PA011,Perth,Tokyo,Business Class,776.4,No,3,Nut Free
10/12/2024,PA012,Tokyo,Perth,First Class,314.0,No,2,Vegetarian
12/11/2024,PA008,Perth,New York,Economy,2700.0,No,0,Vegetarian
04/11/2024,PA001,London,New York,Business Class,448.8,No,3,
15/07/2024,PA007,New York,Perth,Business Class,735.6,No,1,Nut Free
11/01/2024,PA001,London,New York,First Class,440.0,No,3,Vegetarian
07/04/2024,PA005,London,Tokyo,Economy,2690.0,No,3,Vegan
15/12/2024,PA005,London,Tokyo,Premium Economy,560.0,No,1,Vegan
23/05/2024,PA006,Tokyo,London,Premium Economy,1677.5,No,2,Vegan
15/09/2024,PA007,New York,Perth,Premium Economy,1112.5,No,1,Egg Free
23/09/2024,PA010,Tokyo,New York,Economy,2350.0,No,1,Vegetarian
15/01/2024,PA005,London,Tokyo,Economy,2660.0,No,2,
30/10/2024,PA011,Perth,Tokyo,Economy,2280.0,No,3,Vegan
04/12/2024,PA003,London,Perth,First Class,333.0,No,1,Egg Free
04/02/2024,PA005,London,Tokyo,Economy,3005.0,No,0,Vegan
01/11/2024,PA001,London,New York,Economy,2780.0,No,3,Egg Free
09/01/2024,PA012,Tokyo,Perth,Economy,2990.0,No,1,Nut Free
12/08/2024,PA003,London,Perth,Premium Economy,920.0,No,0,Dairy Free
25/04/2024,PA004,Perth,London,First Class,238.0,No,1,
14/09/2024,PA007,New York,Perth,Economy,2925.0,No,0,Dairy Free
13/08/2024,PA005,London,Tokyo,Premium Economy,1425.0,No,0,Nut Free
04/07/2024,PA005,London,Tokyo,Economy,2700.0,No,2,Nut Free
22/07/2024,PA002,New York,London,Economy,3455.0,No,2,Egg Free
18/02/2024,PA005,London,Tokyo,Business Class,387.6,No,0,Vegan
20/07/2024,PA011,Perth,Tokyo,Business Class,744.0,No,2,Nut Free
10/07/2024,PA001,London,New York,Economy,1910.0,No,0,Nut Free
02/11/2024,PA012,Tokyo,Perth,First Class,342.0,No,3,Nut Free
30/06/2024,PA007,New York,Perth,Business Class,680.4,No,3,
06/09/2024,PA002,New York,London,Economy,1495.0,No,1,Nut Free
08/08/2024,PA009,New York,Tokyo,Economy,3130.0,No,0,Vegan
03/11/2024,PA007,New York,Perth,Economy,2325.0,No,3,Dairy Free
03/08/2024,PA003,London,Perth,First Class,507.0,No,3,Nut Free
10/09/2024,PA004,Perth,London,Business Class,570.0,No,0,
14/08/2024,PA001,London,New York,First Class,691.0,No,2,
22/07/2024,PA011,Perth,Tokyo,Premium Economy,1682.5,No,2,Vegetarian
03/01/2024,PA003,London,Perth,Business Class,283.2,No,0,Vegetarian
27/12/2024,PA008,Perth,New York,Economy,3315.0,No,2,
31/07/2024,PA003,London,Perth,Economy,1450.0,No,3,Dairy Free
27/12/2024,PA007,New York,Perth,Economy,1670.0,No,3,Nut Free
03/08/2024,PA011,Perth,Tokyo,Premium Economy,795.0,No,2,Egg Free
20/05/2024,PA008,Perth,New York,Premium Economy,1642.5,No,2,Egg Free
04/03/2024,PA005,London,Tokyo,Business Class,459.6,No,3,Dairy Free
13/06/2024,PA008,Perth,New York,Business Class,625.2,No,0,Vegetarian
01/07/2024,PA003,London,Perth,Business Class,490.8,No,1,Vegan
11/03/2024,PA009,New York,Tokyo,Business Class,592.8,No,2,Vegetarian
18/12/2024,PA004,Perth,London,Economy,1855.0,No,0,Dairy Free
30/09/2024,PA012,Tokyo,Perth,Economy,1845.0,No,1,Dairy Free
21/12/2024,PA005,London,Tokyo,First Class,385.0,No,1,Vegan
29/01/2024,PA004,Perth,London,Business Class,700.8,No,3,Vegetarian
15/02/2024,PA012,Tokyo,Perth,Economy,3375.0,No,3,Vegetarian
29/04/2024,PA005,London,Tokyo,Economy,2070.0,No,3,Egg Free
12/02/2024,PA012,Tokyo,Perth,Business Class,304.8,No,1,Nut Free
26/04/2024,PA001,London,New York,Premium Economy,932.5,No,3,Vegetarian
28/01/2024,PA006,Tokyo,London,Business Class,776.4,No,0,Nut Free
04/07/2024,PA011,Perth,Tokyo,Premium Economy,777.5,No,1,Nut Free
03/03/2024,PA005,London,Tokyo,Business Class,568.8,No,1,Vegetarian
22/04/2024,PA011,Perth,Tokyo,Economy,1175.0,No,2,
02/03/2024,PA008,Perth,New York,Economy,3300.0,No,1,Vegetarian
02/09/2024,PA012,Tokyo,Perth,Economy,2980.0,No,0,
13/08/2024,PA002,New York,London,Economy,3180.0,No,1,Nut Free
17/05/2024,PA006,Tokyo,London,Business Class,248.4,No,2,Vegetarian
05/02/2024,PA006,Tokyo,London,First Class,570.0,No,1,Nut Free
18/01/2024,PA001,London,New York,Business Class,518.4,No,1,Vegan
29/02/2024,PA009,New York,Tokyo,Business Class,284.4,No,2,Vegan
13/03/2024,PA007,New York,Perth,First Class,373.0,No,3,Egg Free
13/03/2024,PA008,Perth,New York,Economy,2635.0,No,2,Vegetarian
02/01/2024,PA005,London,Tokyo,Economy,1215.0,No,2,Vegetarian
07/10/2024,PA001,London,New York,Premium Economy,940.0,No,3,Nut Free
25/08/2024,PA011,Perth,Tokyo,Economy,3195.0,No,2,Dairy Free
02/11/2024,PA009,New York,Tokyo,First Class,258.0,No,2,Vegan
12/06/2024,PA005,London,Tokyo,Economy,2435.0,No,0,Vegan
27/11/2024,PA005,London,Tokyo,Business Class,734.4,No,0,Vegan
08/12/2024,PA003,London,Perth,Economy,1800.0,No,0,Vegetarian
04/06/2024,PA010,Tokyo,New York,First Class,362.0,No,3,Dairy Free
08/08/2024,PA008,Perth,New York,Premium Economy,555.0,No,0,Vegan
06/05/2024,PA011,Perth,Tokyo,Business Class,368.4,No,0,Nut Free
10/11/2024,PA006,Tokyo,London,Economy,2100.0,No,0,Nut Free
08/07/2024,PA002,New York,London,Premium Economy,965.0,No,1,Vegan
15/05/2024,PA003,London,Perth,Premium Economy,540.0,No,3,Vegetarian
23/01/2024,PA008,Perth,New York,First Class,432.0,No,3,Vegan
21/04/2024,PA006,Tokyo,London,First Class,257.0,No,1,Vegan
07/02/2024,PA010,Tokyo,New York,Economy,1450.0,No,3,
25/11/2024,PA010,Tokyo,New York,First Class,589.0,No,2,Dairy Free
12/03/2024,PA005,London,Tokyo,Business Class,708.0,No,1,Vegan
09/09/2024,PA004,Perth,London,First Class,453.0,No,2,Dairy Free
24/02/2024,PA009,New York,Tokyo,Business Class,340.8,No,0,Dairy Free
13/11/2024,PA010,Tokyo,New York,Premium Economy,742.5,No,1,Vegetarian
28/04/2024,PA003,London,Perth,Business Class,348.0,No,1,Vegan
29/09/2024,PA007,New York,Perth,Business Class,256.8,No,2,Nut Free
18/05/2024,PA004,Perth,London,Economy,1090.0,No,0,
19/08/2024,PA006,Tokyo,London,Economy,1645.0,No,2,Egg Free
07/12/2024,PA009,New York,Tokyo,Premium Economy,1615.0,No,3,
29/08/2024,PA006,Tokyo,London,First Class,640.0,No,0,
11/10/2024,PA002,New York,London,Economy,2275.0,No,1,Egg Free
21/05/2024,PA012,Tokyo,Perth,Economy,2440.0,No,3,
10/11/2024,PA009,New York,Tokyo,First Class,472.0,No,1,Vegan
11/11/2024,PA006,Tokyo,London,First Class,678.0,No,3,Egg Free
17/10/2024,PA001,London,New York,Premium Economy,535.0,No,0,Nut Free
20/05/2024,PA009,New York,Tokyo,First Class,279.0,No,0,
07/02/2024,PA009,New York,Tokyo,Business Class,670.8,No,0,
19/04/2024,PA012,Tokyo,Perth,First Class,227.0,No,1,Vegetarian
29/07/2024,PA008,Perth,New York,First Class,485.0,No,2,Vegan
15/05/2024,PA003,London,Perth,Business Class,325.2,No,1,Vegan
24/01/2024,PA005,London,Tokyo,Premium Economy,1197.5,No,3,Nut Free
20/09/2024,PA004,Perth,London,First Class,427.0,No,3,Dairy Free
01/02/2024,PA009,New York,Tokyo,Premium Economy,592.5,No,0,Vegan
23/10/2024,PA003,London,Perth,Economy,3465.0,No,0,Dairy Free
29/08/2024,PA006,Tokyo,London,Business Class,720.0,No,1,
25/02/2024,PA011,Perth,Tokyo,Economy,1400.0,No,1,Vegan
09/03/2024,PA003,London,Perth,Business Class,584.4,No,1,Nut Free
11/11/2024,PA011,Perth,Tokyo,First Class,551.0,No,2,Vegan
12/04/2024,PA007,New York,Perth,Business Class,464.4,No,2,
12/04/2024,PA007,New York,Perth,Economy,1725.0,No,3,Vegetarian
22/08/2024,PA008,Perth,New York,Premium Economy,1275.0,No,3,Dairy Free
03/07/2024,PA003,London,Perth,Economy,2285.0,No,2,Nut Free
10/02/2024,PA007,New York,Perth,First Class,459.0,No,2,Dairy Free
04/08/2024,PA003,London,Perth,Premium Economy,1700.0,No,0,Dairy Free
30/09/2024,PA002,New York,London,Premium Economy,897.5,No,2,Nut Free
01/10/2024,PA007,New York,Perth,Premium Economy,885.0,No,3,Nut Free
24/06/2024,PA004,Perth,London,Business Class,570.0,No,3,Vegan
16/09/2024,PA004,Perth,London,Premium Economy,1437.5,No,2,Egg Free
06/09/2024,PA001,London,New York,Business Class,393.6,No,1,Vegetarian
15/05/2024,PA004,Perth,London,Business Class,445.2,No,3,Vegetarian
19/08/2024,PA008,Perth,New York,Economy,2035.0,No,3,Egg Free
24/02/2024,PA003,London,Perth,Economy,3275.0,No,0,
19/05/2024,PA006,Tokyo,London,Premium Economy,1307.5,No,1,Vegetarian
17/12/2024,PA012,Tokyo,Perth,Economy,2030.0,No,1,
01/08/2024,PA009,New York,Tokyo,Economy,1530.0,No,0,
16/05/2024,PA004,Perth,London,Premium Economy,687.5,No,1,Vegan
27/01/2024,PA004,Perth,London,Economy,1580.0,No,3,Dairy Free
15/11/2024,PA012,Tokyo,Perth,Economy,2670.0,No,3,Vegan
03/09/2024,PA011,Perth,Tokyo,First Class,310.0,No,3,Nut Free
11/11/2024,PA005,London,Tokyo,Premium Economy,1062.5,No,2,Vegetarian
31/10/2024,PA006,Tokyo,London,First Class,261.0,No,0,Vegan
29/06/2024,PA003,London,Perth,Economy,2320.0,No,2,Dairy Free
04/11/2024,PA008,Perth,New York,Premium Economy,1135.0,No,0,Vegan
24/09/2024,PA011,Perth,Tokyo,Business Class,498.0,No,3,Dairy Free
24/02/2024,PA010,Tokyo,New York,First Class,628.0,No,0,
07/07/2024,PA011,Perth,Tokyo,Business Class,291.6,No,2,Vegetarian
03/04/2024,PA006,Tokyo,London,Business Class,740.4,No,3,Vegan
24/08/2024,PA012,Tokyo,Perth,Business Class,693.6,No,1,Vegetarian
26/07/2024,PA006,Tokyo,London,Economy,2030.0,No,3,Nut Free
11/03/2024,PA011,Perth,Tokyo,Economy,2630.0,No,1,Vegan
18/08/2024,PA008,Perth,New York,Premium Economy,617.5,No,1,Egg Free
15/12/2024,PA010,Tokyo,New York,Premium Economy,1727.5,No,2,Vegan
15/04/2024,PA002,New York,London,Economy,1720.0,No,3,Egg Free
26/11/2024,PA006,Tokyo,London,Premium Economy,1237.5,No,1,Egg Free
27/11/2024,PA001,London,New York,Business Class,543.6,No,0,Vegetarian
23/11/2024,PA008,Perth,New York,Business Class,454.8,No,3,
03/03/2024,PA001,London,New York,First Class,522.0,No,1,
10/05/2024,PA006,Tokyo,London,First Class,609.0,No,2,Vegan
12/07/2024,PA011,Perth,Tokyo,Economy,2825.0,No,2,
03/12/2024,PA011,Perth,Tokyo,Business Class,570.0,No,3,Vegetarian
19/02/2024,PA010,Tokyo,New York,Premium Economy,1502.5,No,0,Nut Free
09/06/2024,PA011,Perth,Tokyo,Economy,2245.0,No,0,Egg Free
30/01/2024,PA007,New York,Perth,Business Class,516.0,No,2,Egg Free
24/07/2024,PA008,Perth,New York,Business Class,594.0,No,1,Dairy Free
17/08/2024,PA006,Tokyo,London,Economy,1505.0,No,0,Vegan
31/07/2024,PA004,Perth,London,Economy,2575.0,No,2,Vegetarian
11/01/2024,PA009,New York,Tokyo,Business Class,388.8,No,0,Egg Free
16/04/2024,PA012,Tokyo,Perth,Business Class,752.4,No,1,
23/06/2024,PA006,Tokyo,London,Business Class,439.2,No,1,Dairy Free
18/11/2024,PA004,Perth,London,Economy,2790.0,No,1,Egg Free
02/01/2024,PA008,Perth,New York,Business Class,811.2,No,3,Vegetarian
25/04/2024,PA009,New York,Tokyo,Business Class,240.0,No,3,Vegan
27/12/2024,PA008,Perth,New York,Economy,1050.0,No,1,Vegetarian
05/07/2024,PA004,Perth,London,Premium Economy,877.5,No,2,Vegan
05/11/2024,PA001,London,New York,Economy,1350.0,No,3,Vegan
14/09/2024,PA001,London,New York,Premium Economy,1625.0,No,1,Egg Free
29/10/2024,PA007,New York,Perth,Economy,3200.0,No,0,Dairy Free
01/08/2024,PA011,Perth,Tokyo,First Class,414.0,No,3,Vegan
13/05/2024,PA006,Tokyo,London,Business Class,313.2,No,2,Vegan
19/03/2024,PA008,Perth,New York,Economy,3305.0,No,1,Vegetarian
13/04/2024,PA001,London,New York,Business Class,590.4,No,3,Vegan
08/09/2024,PA012,Tokyo,Perth,Business Class,792.0,No,0,Vegan
22/10/2024,PA008,Perth,New York,Premium Economy,965.0,No,2,Dairy Free
30/05/2024,PA003,London,Perth,Business Class,493.2,No,0,Egg Free
09/07/2024,PA006,Tokyo,London,First Class,600.0,No,1,Nut Free
28/08/2024,PA012,Tokyo,Perth,Business Class,410.4,No,0,Egg Free
24/10/2024,PA009,New York,Tokyo,Premium Economy,777.5,No,1,Egg Free
03/09/2024,PA012,Tokyo,Perth,Premium Economy,1652.5,No,0,Dairy Free
18/10/2024,PA004,Perth,London,First Class,275.0,No,2,Vegetarian
22/11/2024,PA010,Tokyo,New York,Economy,3375.0,No,0,Vegetarian
10/02/2024,PA010,Tokyo,New York,Economy,3455.0,No,3,Egg Free
07/04/2024,PA011,Perth,Tokyo,Premium Economy,910.0,No,0,Egg Free
05/06/2024,PA009,New York,Tokyo,First Class,243.0,No,0,Vegetarian
23/04/2024,PA008,Perth,New York,Economy,2760.0,No,1,Egg Free
21/09/2024,PA005,London,Tokyo,Business Class,385.2,No,3,Dairy Free
18/09/2024,PA003,London,Perth,Economy,2535.0,No,0,
15/07/2024,PA011,Perth,Tokyo,Economy,1655.0,No,0,Nut Free
12/05/2024,PA002,New York,London,Premium Economy,1290.0,No,1,Vegan
11/03/2024,PA008,Perth,New York,Economy,1365.0,No,1,Egg Free
08/03/2024,PA012,Tokyo,Perth,First Class,525.0,No,1,Vegetarian
05/03/2024,PA011,Perth,Tokyo,First Class,490.0,No,1,Egg Free
10/11/2024,PA010,Tokyo,New York,Premium Economy,875.0,No,2,Vegan
10/10/2024,PA007,New York,Perth,Premium Economy,822.5,No,1,Nut Free
16/04/2024,PA003,London,Perth,First Class,294.0,No,1,Egg Free
17/12/2024,PA009,New York,Tokyo,Business Class,327.6,No,2,Dairy Free
12/02/2024,PA012,Tokyo,Perth,Premium Economy,715.0,No,0,Dairy Free
24/09/2024,PA009,New York,Tokyo,First Class,509.0,No,2,Egg Free
24/10/2024,PA005,London,Tokyo,First Class,306.0,No,3,Vegetarian
14/11/2024,PA001,London,New York,First Class,259.0,No,0,Vegan
20/06/2024,PA012,Tokyo,Perth,Economy,3395.0,No,0,Vegan
16/10/2024,PA010,Tokyo,New York,Economy,2385.0,No,0,
05/11/2024,PA007,New York,Perth,Premium Economy,515.0,No,0,Nut Free
10/09/2024,PA001,London,New York,Premium Economy,890.0,No,1,Nut Free
07/03/2024,PA008,Perth,New York,First Class,242.0,No,0,Dairy Free
04/12/2024,PA007,New York,Perth,Business Class,242.4,No,3,Dairy Free
18/07/2024,PA007,New York,Perth,First Class,609.0,No,3,Vegetarian
19/05/2024,PA001,London,New York,First Class,399.0,No,2,Egg Free
04/01/2024,PA012,Tokyo,Perth,Economy,1500.0,No,1,
22/12/2024,PA010,Tokyo,New York,First Class,219.0,No,2,
23/12/2024,PA003,London,Perth,First Class,382.0,No,3,Vegetarian
28/07/2024,PA003,London,Perth,Premium Economy,1585.0,No,3,Vegan
14/01/2024,PA012,Tokyo,Perth,Premium Economy,1425.0,No,0,Vegetarian
27/01/2024,PA001,London,New York,First Class,682.0,No,1,Vegetarian
09/02/2024,PA008,Perth,New York,Business Class,465.6,No,2,
19/01/2024,PA007,New York,Perth,Business Class,606.0,No,3,Vegan
20/02/2024,PA007,New York,Perth,First Class,337.0,No,3,Dairy Free
27/05/2024,PA006,Tokyo,London,Economy,2425.0,No,0,Vegan
13/04/2024,PA011,Perth,Tokyo,Economy,1750.0,No,2,Nut Free
13/09/2024,PA005,London,Tokyo,Business Class,240.0,No,0,Egg Free
25/04/2024,PA009,New York,Tokyo,Economy,2080.0,No,3,Dairy Free
07/08/2024,PA004,Perth,London,Premium Economy,1617.5,No,1,Nut Free
31/07/2024,PA009,New York,Tokyo,Economy,3115.0,No,0,Vegetarian
13/07/2024,PA010,Tokyo,New York,Economy,1125.0,No,1,Nut Free
14/05/2024,PA007,New York,Perth,Business Class,781.2,No,0,
16/07/2024,PA006,Tokyo,London,Premium Economy,1397.5,No,3,Dairy Free
19/03/2024,PA008,Perth,New York,First Class,646.0,No,3,Vegan
11/05/2024,PA011,Perth,Tokyo,Premium Economy,732.5,No,3,Dairy Free
21/11/2024,PA010,Tokyo,New York,Economy,1015.0,No,3,Vegetarian
26/08/2024,PA010,Tokyo,New York,Business Class,369.6,No,2,Nut Free
09/07/2024,PA002,New York,London,Premium Economy,635.0,No,0,Dairy Free
11/01/2024,PA010,Tokyo,New York,First Class,226.0,No,3,
02/11/2024,PA011,Perth,Tokyo,Business Class,315.6,No,2,Vegetarian
18/12/2024,PA011,Perth,Tokyo,Premium Economy,1267.5,No,3,Dairy Free
04/02/2024,PA004,Perth,London,Economy,1900.0,No,3,
15/11/2024,PA008,Perth,New York,First Class,533.0,No,3,Dairy Free
12/04/2024,PA012,Tokyo,Perth,Business Class,672.0,No,1,Dairy Free
10/01/2024,PA005,London,Tokyo,Business Class,705.6,No,3,Egg Free
14/03/2024,PA002,New York,London,Business Class,247.2,No,2,Dairy Free
25/08/2024,PA004,Perth,London,Economy,1435.0,No,1,
20/05/2024,PA003,London,Perth,Economy,3215.0,No,1,Nut Free
08/05/2024,PA001,London,New York,Economy,3325.0,No,3,Egg Free
16/08/2024,PA011,Perth,Tokyo,Business Class,345.6,No,2,Egg Free
19/02/2024,PA006,Tokyo,London,Economy,3380.0,No,2,Vegan
26/04/2024,PA004,Perth,London,Economy,1870.0,No,0,Dairy Free
30/08/2024,PA009,New York,Tokyo,Premium Economy,1615.0,No,0,Vegetarian
20/03/2024,PA003,London,Perth,First Class,523.0,No,3,Vegetarian
04/11/2024,PA012,Tokyo,Perth,Economy,3280.0,No,1,Nut Free
11/01/2024,PA010,Tokyo,New York,First Class,567.0,No,3,Vegan
16/05/2024,PA007,New York,Perth,Economy,1780.0,No,2,Vegan
19/06/2024,PA007,New York,Perth,Economy,2685.0,No,3,Vegetarian
22/10/2024,PA011,Perth,Tokyo,First Class,395.0,No,1,
29/03/2024,PA008,Perth,New York,First Class,639.0,No,3,Dairy Free
12/02/2024,PA011,Perth,Tokyo,Premium Economy,1615.0,No,2,Vegetarian
29/04/2024,PA011,Perth,Tokyo,Economy,2330.0,No,1,
17/12/2024,PA004,Perth,London,Premium Economy,1317.5,No,1,
05/09/2024,PA004,Perth,London,Premium Economy,1350.0,No,3,
08/10/2024,PA005,London,Tokyo,Business Class,772.8,No,1,Egg Free
09/01/2024,PA006,Tokyo,London,Economy,2845.0,No,2,Egg Free
29/01/2024,PA002,New York,London,Economy,2280.0,No,2,Vegetarian
04/10/2024,PA005,London,Tokyo,Premium Economy,1512.5,No,2,Vegetarian
03/10/2024,PA002,New York,London,Premium Economy,785.0,No,1,Vegan
22/04/2024,PA008,Perth,New York,First Class,398.0,No,1,Vegan
06/09/2024,PA001,London,New York,Economy,2830.0,No,1,Egg Free
30/05/2024,PA009,New York,Tokyo,Premium Economy,1550.0,No,0,Dairy Free
03/09/2024,PA001,London,New York,Premium Economy,837.5,No,0,Dairy Free
20/09/2024,PA012,Tokyo,Perth,First Class,557.0,No,2,Egg Free
24/12/2024,PA010,Tokyo,New York,Premium Economy,1660.0,No,3,Dairy Free
11/06/2024,PA005,London,Tokyo,First Class,300.0,No,1,Dairy Free
30/07/2024,PA011,Perth,Tokyo,Premium Economy,1305.0,No,1,Vegetarian
22/09/2024,PA005,London,Tokyo,Premium Economy,627.5,No,3,
03/04/2024,PA003,London,Perth,Premium Economy,605.0,No,2,Vegetarian
27/05/2024,PA005,London,Tokyo,First Class,608.0,No,2,Egg Free
21/12/2024,PA009,New York,Tokyo,First Class,272.0,No,2,Egg Free
30/10/2024,PA006,Tokyo,London,Economy,3195.0,No,3,Egg Free
20/12/2024,PA007,New York,Perth,Premium Economy,1292.5,No,0,
27/01/2024,PA006,Tokyo,London,First Class,495.0,No,1,Nut Free
04/04/2024,PA007,New York,Perth,Business Class,253.2,No,3,Vegetarian
15/01/2024,PA003,London,Perth,Premium Economy,1617.5,No,2,
12/12/2024,PA005,London,Tokyo,Premium Economy,802.5,No,2,Egg Free
02/03/2024,PA009,New York,Tokyo,Economy,1910.0,No,0,Vegetarian
08/10/2024,PA010,Tokyo,New York,Business Class,405.6,No,0,Egg Free
19/04/2024,PA006,Tokyo,London,Economy,3455.0,No,2,
27/12/2024,PA008,Perth,New York,Business Class,428.4,No,3,Egg Free
19/01/2024,PA010,Tokyo,New York,First Class,252.0,No,3,Nut Free
20/02/2024,PA007,New York,Perth,Economy,1280.0,No,2,Egg Free
31/03/2024,PA007,New York,Perth,Economy,1100.0,No,3,Nut Free
23/11/2024,PA008,Perth,New York,Premium Economy,1370.0,No,1,Vegan
04/05/2024,PA012,Tokyo,Perth,First Class,587.0,No,1,Egg Free
05/11/2024,PA007,New York,Perth,First Class,256.0,No,3,Nut Free
12/02/2024,PA004,Perth,London,Economy,3175.0,No,1,Nut Free
02/11/2024,PA007,New York,Perth,Business Class,595.2,No,2,Vegan
26/03/2024,PA008,Perth,New York,First Class,523.0,No,1,Egg Free
25/12/2024,PA003,London,Perth,First Class,674.0,No,1,Nut Free
18/12/2024,PA012,Tokyo,Perth,Business Class,552.0,No,1,Vegan
